 sig=    1.000000000000000     
 dt=   1.0000000000000001E-009
 steps=      1000000
 x0=   0.1400000000000000         1.396200000000000      
    9.593700000000000     
 u=    50000.00000000000     
 v_perp=    600000.0000000000     
 
istep         r       z        zeta
   20200    1.5552975658E+00    8.8370776444E-01    1.3263939671E+01
   20300    1.5924848360E+00    9.1464916818E-01    1.3303858757E+01
   20400    1.6321799462E+00    9.5000521984E-01    1.3342824811E+01
   20500    1.6746476847E+00    9.9087328192E-01    1.3380756376E+01
   20600    1.7201971835E+00    1.0386346312E+00    1.3417581139E+01
   20700    1.7691809141E+00    1.0950571917E+00    1.3453248299E+01
   20800    1.8219870950E+00    1.1624599760E+00    1.3487748897E+01
   20900    1.8790192713E+00    1.2439919509E+00    1.3521150131E+01
   21000    1.9406582901E+00    1.3441544518E+00    1.3553655875E+01
   21100    2.0072395560E+00    1.4699553741E+00    1.3585720540E+01
   21200    2.0793543004E+00    1.6341979995E+00    1.3618286692E+01
   21300    2.1609037934E+00    1.8692315438E+00    1.3653408399E+01
   21400    2.3014484916E+00    2.3615511047E+00    1.3698179119E+01
   21500    3.9080076574E+00    8.3183055495E+00    1.3816213272E+01
   21600    3.7427925596E+00    7.9902466735E+00    1.3802669371E+01
   21700    3.5921375784E+00    7.6637312252E+00    1.3792410415E+01
   21800    3.4552873452E+00    7.3422456927E+00    1.3784992022E+01
   21900    3.3307273977E+00    7.0272587348E+00    1.3780015674E+01
   22000    3.2167519025E+00    6.7191947175E+00    1.3777141051E+01
   22100    3.1117154355E+00    6.4179458728E+00    1.3776084790E+01
   22200    3.0141273050E+00    6.1231339272E+00    1.3776614364E+01
   22300    2.9226719579E+00    5.8342402075E+00    1.3778540964E+01
   22400    2.8361970598E+00    5.5506680153E+00    1.3781712926E+01
   22500    2.7536892105E+00    5.2717709136E+00    1.3786010206E+01
   22600    2.6742465260E+00    4.9968646958E+00    1.3791339935E+01
   22700    2.5970521262E+00    4.7252325418E+00    1.3797632916E+01
   22800    2.5213500922E+00    4.4561285357E+00    1.3804840857E+01
   22900    2.4464242962E+00    4.1887823876E+00    1.3812934073E+01
   23000    2.3715799318E+00    3.9224068009E+00    1.3821899353E+01
   23100    2.2961271952E+00    3.6562077985E+00    1.3831737591E+01
   23200    2.2193661062E+00    3.3893969392E+00    1.3842460584E+01
   23300    2.1405705916E+00    3.1212020764E+00    1.3854086108E+01
   23400    2.0589681463E+00    2.8508690561E+00    1.3866629686E+01
   23500    1.9737074134E+00    2.5776382599E+00    1.3880090173E+01
   23600    1.8837969044E+00    2.3006616834E+00    1.3894423303E+01
   23700    1.7879751862E+00    2.0187826050E+00    1.3909489893E+01
   23800    1.6844071927E+00    1.7299775337E+00    1.3924943749E+01
   23900    1.5698701641E+00    1.4298310434E+00    1.3939946184E+01
   24000    1.4369544281E+00    1.1062869243E+00    1.3952198662E+01
   24100    1.2558978684E+00    7.0543623416E-01    1.3951515209E+01
   24200    1.0393152003E+00    2.5575975387E-01    1.3926302892E+01
   24300    1.1077700953E+00    3.6943581962E-01    1.3999584736E+01
   24400    1.1788384907E+00    4.7920448577E-01    1.4070788018E+01
   24500    9.2942113902E-01   -1.5097153227E-02    1.4022378581E+01
   24600    9.3542776128E-01    1.2600730261E-02    1.4084320101E+01
   24700    9.4291031743E-01    4.1847615799E-02    1.4146343691E+01
   24800    9.5228276511E-01    7.3220851764E-02    1.4208366863E+01
   24900    9.6414869774E-01    1.0758759777E-01    1.4270295842E+01
   25000    9.7941444202E-01    1.4628455221E-01    1.4332017721E+01
   25100    9.9954061137E-01    1.9146939590E-01    1.4393393681E+01
   25200    1.0271956152E+00    2.4708569958E-01    1.4454254278E+01
   25300    1.0683958665E+00    3.2217120757E-01    1.4514399787E+01
   25400    1.1438020308E+00    4.4852197878E-01    1.4573754940E+01
   25500    1.0302135483E+00    2.4010939990E-01    1.4614009600E+01
   25600    1.0448423625E+00    2.7754788024E-01    1.4669969679E+01
   25700    1.0654230725E+00    3.2479278951E-01    1.4725226791E+01
   25800    1.0966039978E+00    3.9022824574E-01    1.4779441299E+01
   25900    1.1542618136E+00    5.0215726215E-01    1.4832082701E+01
   26000    1.4742419938E+00    1.0571865006E+00    1.4880195073E+01
   26100    1.2189955122E+00    6.1976367303E-01    1.4912358861E+01
   26200    1.4512455718E+00    1.0696693510E+00    1.4957936590E+01
   26300    1.3379282714E+00    9.0360416976E-01    1.4998129397E+01
   26400    1.9981585999E+00    2.1777448217E+00    1.5037376206E+01
   26500    1.4771635824E+00    1.3863233353E+00    1.5043759220E+01
   26600    1.3462304471E+00    1.1731025285E+00    1.5079668448E+01
   26700    1.0149081605E+00    5.3394677207E-01    1.5109037772E+01
   26800    1.9919758534E+00    2.4413853524E+00    1.5169067108E+01
   26900    1.3957464647E+00    1.6316921438E+00    1.5175509483E+01
   27000    1.1022031413E+00    1.1891463201E+00    1.5206777650E+01
   27100    9.0407921496E-01    8.4536058941E-01    1.5249632598E+01
   27200    8.7133439027E-01    7.5220510966E-01    1.5309459948E+01
   27300    1.4949686111E+00    1.4057852697E+00    1.5384375541E+01
   27400    9.7769445283E-01    1.0152357102E-01    1.5413185452E+01
   27500    9.7507532848E-01    1.0701604077E-01    1.5472975704E+01
   27600    9.7290220241E-01    1.1260130953E-01    1.5533001591E+01
   27700    9.7118376081E-01    1.1826126912E-01    1.5593231339E+01
   27800    9.6992598870E-01    1.2397799488E-01    1.5653631611E+01
   27900    9.6913227057E-01    1.2973395981E-01    1.5714167802E+01
   28000    9.6880365423E-01    1.3551218969E-01    1.5774804337E+01
   28100    9.6893924687E-01    1.4129633805E-01    1.5835504967E+01
   28200    9.6953669417E-01    1.4707067165E-01    1.5896233058E+01
   28300    9.7059268274E-01    1.5281997024E-01    1.5956951863E+01
   28400    9.7210340502E-01    1.5852935803E-01    1.6017624758E+01
   28500    9.7406493360E-01    1.6418409368E-01    1.6078215469E+01
   28600    9.7647346682E-01    1.6976935061E-01    1.6138688266E+01
   28700    9.7932542647E-01    1.7527001940E-01    1.6199008149E+01
   28800    9.8261740835E-01    1.8067055969E-01    1.6259141012E+01
   28900    9.8634600368E-01    1.8595492008E-01    1.6319053814E+01
   29000    9.9050752293E-01    1.9110653468E-01    1.6378714734E+01
   29100    9.9509766068E-01    1.9610839475E-01    1.6438093337E+01
   29200    1.0001111416E+00    2.0094318581E-01    1.6497160736E+01
   29300    1.0055413847E+00    2.0559347344E-01    1.6555889745E+01
   29400    1.0113802165E+00    2.1004191835E-01    1.6614255039E+01
   29500    1.0176176524E+00    2.1427150106E-01    1.6672233291E+01
   29600    1.0242417598E+00    2.1826573778E-01    1.6729803298E+01
   29700    1.0312386050E+00    2.2200887289E-01    1.6786946088E+01
   29800    1.0385922778E+00    2.2548603859E-01    1.6843644999E+01
   29900    1.0462849868E+00    2.2868337563E-01    1.6899885730E+01
   30000    1.0542972084E+00    2.3158811390E-01    1.6955656366E+01
   30100    1.0626078776E+00    2.3418861518E-01    1.7010947369E+01
   30200    1.0711946036E+00    2.3647438111E-01    1.7065751541E+01
   30300    1.0800338977E+00    2.3843603228E-01    1.7120063963E+01
   30400    1.0891014024E+00    2.4006526377E-01    1.7173881906E+01
   30500    1.0983721116E+00    2.4135478188E-01    1.7227204730E+01
   30600    1.1078205768E+00    2.4229822834E-01    1.7280033752E+01
   30700    1.1174210935E+00    2.4289009497E-01    1.7332372119E+01
   30800    1.1271478664E+00    2.4312563449E-01    1.7384224662E+01
   30900    1.1369751507E+00    2.4300077013E-01    1.7435597746E+01
   31000    1.1468773691E+00    2.4251200868E-01    1.7486499118E+01
   31100    1.1568292047E+00    2.4165636005E-01    1.7536937761E+01
   31200    1.1668056696E+00    2.4043126690E-01    1.7586923744E+01
   31300    1.1767821510E+00    2.3883454765E-01    1.7636468084E+01
   31400    1.1867344342E+00    2.3686435549E-01    1.7685582612E+01
   31500    1.1966387066E+00    2.3451915615E-01    1.7734279846E+01
   31600    1.2064715434E+00    2.3179772617E-01    1.7782572882E+01
   31700    1.2162098791E+00    2.2869917271E-01    1.7830475285E+01
   31800    1.2258309675E+00    2.2522297623E-01    1.7878000999E+01
   31900    1.2353123358E+00    2.2136905415E-01    1.7925164263E+01
   32000    1.2446317358E+00    2.1713784623E-01    1.7971979541E+01
   32100    1.2537670981E+00    2.1253041735E-01    1.8018461461E+01
   32200    1.2626964938E+00    2.0754857628E-01    1.8064624764E+01
   32300    1.2713981072E+00    2.0219500581E-01    1.8110484260E+01
   32400    1.2798502258E+00    1.9647339912E-01    1.8156054792E+01
   32500    1.2880312473E+00    1.9038859869E-01    1.8201351212E+01
   32600    1.2959197098E+00    1.8394673097E-01    1.8246388360E+01
   32700    1.3034943430E+00    1.7715533182E-01    1.8291181043E+01
   32800    1.3107341435E+00    1.7002345825E-01    1.8335744030E+01
   32900    1.3176184709E+00    1.6256178061E-01    1.8380092043E+01
   33000    1.3241271650E+00    1.5478265133E-01    1.8424239749E+01
