 sig=    1.000000000000000     
 dt=   1.0000000000000001E-009
 steps=      1000000
 x0=   0.1400000000000000         1.396200000000000      
    9.593700000000000     
 u=    50000.00000000000     
 v_perp=    700000.0000000000     
 
istep         r       z        zeta
    4200    9.0674449193E-01    2.5171082088E-01    9.9561252568E+00
    4300    9.0760954146E-01    2.5365984126E-01    9.9680775664E+00
    4400    9.0849780783E-01    2.5562263289E-01    9.9801831236E+00
    4500    9.0941000536E-01    2.5759893804E-01    9.9924416045E+00
    4600    9.1034684785E-01    2.5958854812E-01    1.0004852662E+01
    4700    9.1130910189E-01    2.6159114142E-01    1.0017415928E+01
    4800    9.1229756507E-01    2.6360635181E-01    1.0030131015E+01
    4900    9.1331233755E-01    2.6563583130E-01    1.0042997474E+01
    5000    9.1435326608E-01    2.6768183871E-01    1.0056014841E+01
    5100    9.1542012342E-01    2.6974669796E-01    1.0069182656E+01
    5200    9.1651260548E-01    2.7183280131E-01    1.0082500469E+01
    5300    9.1763032824E-01    2.7394261338E-01    1.0095967836E+01
    5400    9.1877282458E-01    2.7607867612E-01    1.0109584334E+01
    5500    9.1993954079E-01    2.7824361458E-01    1.0123349558E+01
    5600    9.2112983300E-01    2.8044014363E-01    1.0137263131E+01
    5700    9.2234296316E-01    2.8267107570E-01    1.0151324704E+01
    5800    9.2357809482E-01    2.8493932953E-01    1.0165533969E+01
    5900    9.2483428855E-01    2.8724794002E-01    1.0179890659E+01
    6000    9.2611049699E-01    2.8960006925E-01    1.0194394559E+01
    6100    9.2740555955E-01    2.9199901876E-01    1.0209045510E+01
    6200    9.2871819678E-01    2.9444824313E-01    1.0223843421E+01
    6300    9.3004700437E-01    2.9695136497E-01    1.0238788275E+01
    6400    9.3139044680E-01    2.9951219137E-01    1.0253880142E+01
    6500    9.3274685082E-01    3.0213473205E-01    1.0269119189E+01
    6600    9.3411439853E-01    3.0482321902E-01    1.0284505689E+01
    6700    9.3549112047E-01    3.0758212823E-01    1.0300040042E+01
    6800    9.3687488844E-01    3.1041620296E-01    1.0315722783E+01
    6900    9.3826340847E-01    3.1333047936E-01    1.0331554602E+01
    7000    9.3965421373E-01    3.1633031405E-01    1.0347536361E+01
    7100    9.4104465770E-01    3.1942141404E-01    1.0363669114E+01
    7200    9.4243190760E-01    3.2260986910E-01    1.0379954129E+01
    7300    9.4381293821E-01    3.2590218666E-01    1.0396392909E+01
    7400    9.4518452615E-01    3.2930532957E-01    1.0412987222E+01
    7500    9.4654324472E-01    3.3282675681E-01    1.0429739125E+01
    7600    9.4788545946E-01    3.3647446739E-01    1.0446650993E+01
    7700    9.4920732435E-01    3.4025704792E-01    1.0463725556E+01
    7800    9.5050477874E-01    3.4418372387E-01    1.0480965929E+01
    7900    9.5177354508E-01    3.4826441524E-01    1.0498375653E+01
    8000    9.5300912733E-01    3.5250979688E-01    1.0515958733E+01
    8100    9.5420681000E-01    3.5693136410E-01    1.0533719688E+01
    8200    9.5536165765E-01    3.6154150423E-01    1.0551663594E+01
    8300    9.5646851478E-01    3.6635357471E-01    1.0569796137E+01
    8400    9.5752200569E-01    3.7138198876E-01    1.0588123674E+01
    8500    9.5851653405E-01    3.7664230927E-01    1.0606653296E+01
    8600    9.5944628173E-01    3.8215135221E-01    1.0625392891E+01
    8700    9.6030520635E-01    3.8792730052E-01    1.0644351229E+01
    8800    9.6108703677E-01    3.9398982971E-01    1.0663538040E+01
    8900    9.6178526587E-01    4.0036024662E-01    1.0682964113E+01
    9000    9.6239313940E-01    4.0706164252E-01    1.0702641392E+01
    9100    9.6290363977E-01    4.1411906217E-01    1.0722583101E+01
    9200    9.6330946327E-01    4.2155969038E-01    1.0742803864E+01
    9300    9.6360298884E-01    4.2941305739E-01    1.0763319854E+01
    9400    9.6377623616E-01    4.3771126511E-01    1.0784148948E+01
    9500    9.6382081031E-01    4.4648923577E-01    1.0805310906E+01
    9600    9.6372782957E-01    4.5578498520E-01    1.0826827566E+01
    9700    9.6348783215E-01    4.6563992348E-01    1.0848723056E+01
    9800    9.6309065663E-01    4.7609918667E-01    1.0871024036E+01
    9900    9.6252528944E-01    4.8721200499E-01    1.0893759951E+01
   10000    9.6177967128E-01    4.9903211568E-01    1.0916963308E+01
   10100    9.6084045220E-01    5.1161823299E-01    1.0940669976E+01
   10200    9.5969268291E-01    5.2503459413E-01    1.0964919495E+01
   10300    9.5831942753E-01    5.3935160864E-01    1.0989755401E+01
   10400    9.5670128096E-01    5.5464665044E-01    1.1015225557E+01
   10500    9.5481577374E-01    5.7100504607E-01    1.1041382478E+01
   10600    9.5263664959E-01    5.8852132854E-01    1.1068283651E+01
   10700    9.5013300976E-01    6.0730084114E-01    1.1095991824E+01
   10800    9.4726833638E-01    6.2746178503E-01    1.1124575272E+01
   10900    9.4399944119E-01    6.4913780072E-01    1.1154107997E+01
   11000    9.4027544276E-01    6.7248114552E-01    1.1184669877E+01
   11100    9.3603696253E-01    6.9766646250E-01    1.1216346710E+01
   11200    9.3121585668E-01    7.2489501317E-01    1.1249230157E+01
   11300    9.2573597290E-01    7.5439904635E-01    1.1283417528E+01
   11400    9.1951563755E-01    7.8644568352E-01    1.1319011389E+01
   11500    9.1247282455E-01    8.2133931138E-01    1.1356118952E+01
   11600    9.0453418437E-01    8.5942101371E-01    1.1394851228E+01
   11700    8.9564921528E-01    9.0106314591E-01    1.1435321992E+01
   11800    8.8581064424E-01    9.4665698547E-01    1.1477646679E+01
   11900    8.7508124229E-01    9.9659191343E-01    1.1521941501E+01
   12000    8.6362543981E-01    1.0512264642E+00    1.1568323203E+01
   12100    8.5174093832E-01    1.1108556046E+00    1.1616909962E+01
   12200    8.3988122133E-01    1.1756852192E+00    1.1667823705E+01
   12300    8.2865563288E-01    1.2458333484E+00    1.1721193442E+01
   12400    8.1879197252E-01    1.3213858597E+00    1.1777157984E+01
   12500    8.1105044168E-01    1.4025382245E+00    1.1835864797E+01
   12600    8.0608912931E-01    1.4898522455E+00    1.1897460196E+01
   12700    8.0429820065E-01    1.5846493254E+00    1.1962064967E+01
   12800    8.0563517468E-01    1.6895626885E+00    1.2029728328E+01
   12900    8.0949332741E-01    1.8093100080E+00    1.2100349978E+01
   13000    8.1459791609E-01    1.9518835561E+00    1.2173549725E+01
   13100    8.1881827300E-01    2.1306687130E+00    1.2248439496E+01
   13200    8.1855500025E-01    2.3684844693E+00    1.2323216411E+01
   13300    8.0691878532E-01    2.7045714070E+00    1.2394513163E+01
   13400    7.6911081958E-01    3.2028623105E+00    1.2456706928E+01
   13500    6.7160401513E-01    3.9550740518E+00    1.2501818579E+01
   13600    4.2794940732E-01    5.1095365666E+00    1.2518524096E+01
   13700   -2.4511838311E-01    7.0205487457E+00    1.2480234601E+01
   13800    1.1796472622E+00    3.4788564501E+00    1.2706513561E+01
   13900    1.1199704071E+00    4.3097050820E+00    1.2714754184E+01
   14000    8.6864300412E-01    5.9475508316E+00    1.2687008321E+01
   14100    2.5757515069E-01    8.3468671033E+00    1.2619164866E+01
   14200    5.4838900111E+01   -1.1476899443E+02    1.0943965455E+01
   14300    4.5544811999E+01   -1.0002100182E+02    1.0902707416E+01
   14400    4.6582491758E+01   -1.0156534094E+02    1.0906211417E+01
   14500    5.8634398867E+01   -1.2163742306E+02    1.0966894874E+01
   14600    6.2966627077E+01   -1.6930763745E+02    1.1300934054E+01
   14700    5.1365610477E+01   -1.6928928966E+02    1.1418781557E+01
   14800    4.6056370008E+01   -1.6545805134E+02    1.1458635883E+01
   14900    4.3226554425E+01   -1.6219802967E+02    1.1476431199E+01
   15000    4.1939533176E+01   -1.6038832052E+02    1.1483625473E+01
   15100    4.1913433493E+01   -1.6035708636E+02    1.1483781970E+01
   15200    4.3144280025E+01   -1.6211546069E+02    1.1476971165E+01
   15300    4.5901793880E+01   -1.6536319062E+02    1.1459829142E+01
   15400    5.1089519917E+01   -1.6928681158E+02    1.1421453697E+01
   15500    6.2457114974E+01   -1.7013806373E+02    1.1309831088E+01
   15600    6.0077467574E+01   -1.2437354185E+02    1.0965001827E+01
   15700    4.7419099612E+01   -1.0343496484E+02    1.0902529773E+01
   15800    4.6201734106E+01   -1.0165313504E+02    1.0898346155E+01
   15900    5.5771983009E+01   -1.1665864792E+02    1.0938178722E+01
   16000    6.8892981103E+01   -1.6940352927E+02    1.1235178911E+01
   16100    5.4117984266E+01   -1.7407428824E+02    1.1406616937E+01
   16200    4.7822586793E+01   -1.7015095311E+02    1.1454508173E+01
   16300    4.4482001419E+01   -1.6648021621E+02    1.1475478385E+01
   16400    4.2836144282E+01   -1.6418301730E+02    1.1484504117E+01
   16500    4.2503997272E+01   -1.6368233235E+02    1.1486222394E+01
   16600    4.3423480884E+01   -1.6506175722E+02    1.1481431510E+01
   16700    4.5781518519E+01   -1.6810441704E+02    1.1467834532E+01
   16800    5.0243762999E+01   -1.7217698157E+02    1.1437592144E+01
   16900    5.9279146130E+01   -1.7520391001E+02    1.1360518110E+01
   17000    6.7522438072E+01   -1.3973364357E+02    1.1012443078E+01
   17100    5.0297418508E+01   -1.0837815954E+02    1.0905883842E+01
   17200    4.6107249191E+01   -1.0223083997E+02    1.0891944418E+01
   17300    5.2588111495E+01   -1.1190818512E+02    1.0914493179E+01
   17400    7.2492301940E+01   -1.5516238487E+02    1.1088209554E+01
   17500    5.8015004947E+01   -1.7904202590E+02    1.1384873322E+01
   17600    5.0096857536E+01   -1.7530602959E+02    1.1447202481E+01
   17700    4.6003226957E+01   -1.7116262882E+02    1.1473197870E+01
   17800    4.3848957386E+01   -1.6822043003E+02    1.1484895435E+01
   17900    4.3088524685E+01   -1.6704562062E+02    1.1488665966E+01
   18000    4.3578344899E+01   -1.6782244512E+02    1.1486282708E+01
   18100    4.5410007371E+01   -1.7044052180E+02    1.1476635113E+01
   18200    4.9013764955E+01   -1.7444689940E+02    1.1454697585E+01
   18300    5.5824538028E+01   -1.7866128314E+02    1.1404153468E+01
   18400    7.2879357188E+01   -1.7165158320E+02    1.1199222373E+01
   18500    5.6128988396E+01   -1.1803579912E+02    1.0921683096E+01
   18600    4.6976543720E+01   -1.0423048727E+02    1.0888621903E+01
   18700    4.8980864590E+01   -1.0711588564E+02    1.0894506995E+01
   18800    6.3565815682E+01   -1.3094892583E+02    1.0961253263E+01
   18900    6.5593124306E+01   -1.8316948313E+02    1.1326595298E+01
   19000    5.3789546242E+01   -1.8136017964E+02    1.1430050702E+01
   19100    4.8281467320E+01   -1.7676751175E+02    1.1466709877E+01
   19200    4.5270376133E+01   -1.7293394543E+02    1.1483367252E+01
   19300    4.3829802350E+01   -1.7071469216E+02    1.1490358787E+01
   19400    4.3670586777E+01   -1.7045818559E+02    1.1491098278E+01
   19500    4.4766233558E+01   -1.7220472332E+02    1.1485923774E+01
   19600    4.7324670133E+01   -1.7570246602E+02    1.1472375079E+01
   19700    5.2038317641E+01   -1.8028899487E+02    1.1442727165E+01
   19800    6.1466015413E+01   -1.8393678377E+02    1.1367965256E+01
   19900    7.0816391980E+01   -1.4575036078E+02    1.1004734051E+01
   20000    5.1705074918E+01   -1.1182707133E+02    1.0896955564E+01
   20100    4.6718108356E+01   -1.0468545001E+02    1.0882297933E+01
   20200    5.2683349436E+01   -1.1329188052E+02    1.0900037258E+01
   20300    7.3526721858E+01   -1.5248859335E+02    1.1032124374E+01
   20400    6.1689940769E+01   -1.8815880589E+02    1.1378695403E+01
   20500    5.2553493087E+01   -1.8409990441E+02    1.1447756577E+01
   20600    4.7848678734E+01   -1.7926058435E+02    1.1475978144E+01
   20700    4.5243065173E+01   -1.7554126519E+02    1.1489051148E+01
   20800    4.4078888104E+01   -1.7361184368E+02    1.1494222934E+01
   20900    4.4151485052E+01   -1.7374255216E+02    1.1493921325E+01
   21000    4.5473077439E+01   -1.7592071197E+02    1.1488010029E+01
   21100    4.8285303820E+01   -1.7984641512E+02    1.1473679621E+01
   21200    5.3350181369E+01   -1.8479722700E+02    1.1442670376E+01
   21300    6.3547392055E+01   -1.8853078322E+02    1.1363195538E+01
   21400    7.0678264584E+01   -1.4479586533E+02    1.0984723984E+01
   21500    5.1619684385E+01   -1.1245971880E+02    1.0890249761E+01
   21600    4.6727283929E+01   -1.0557654576E+02    1.0877093002E+01
   21700    5.2748452790E+01   -1.1411513985E+02    1.0893549194E+01
   21800    7.3887852372E+01   -1.5201004600E+02    1.1011924468E+01
   21900    6.3529647740E+01   -1.9290257365E+02    1.1376336537E+01
   22000    5.3756213638E+01   -1.8863042504E+02    1.1448533596E+01
   22100    4.8717478596E+01   -1.8336286270E+02    1.1477801141E+01
   22200    4.5849663296E+01   -1.7914535437E+02    1.1491540510E+01
   22300    4.4438358290E+01   -1.7670422988E+02    1.1497407185E+01
   22400    4.4248065617E+01   -1.7635922161E+02    1.1498153605E+01
   22500    4.5252226676E+01   -1.7815424729E+02    1.1494115844E+01
   22600    4.7607313843E+01   -1.8187237540E+02    1.1483442727E+01
   22700    5.1818739381E+01   -1.8695782919E+02    1.1460621112E+01
   22800    5.9529474224E+01   -1.9211119706E+02    1.1408631587E+01
   22900    7.9672670034E+01   -1.8266524802E+02    1.1176185286E+01
   23000    5.7813824602E+01   -1.2242528955E+02    1.0904062171E+01
   23100    4.7352645619E+01   -1.0735961794E+02    1.0873592766E+01
   23200    4.8164101869E+01   -1.0847220539E+02    1.0875375991E+01
   23300    6.0834131039E+01   -1.2716828809E+02    1.0915479431E+01
   23400    7.6644861493E+01   -1.9396273213E+02    1.1260270800E+01
   23500    5.9196574692E+01   -1.9601320067E+02    1.1421463390E+01
   23600    5.1909228675E+01   -1.9036570201E+02    1.1467448201E+01
   23700    4.7775827367E+01   -1.8494047092E+02    1.1488288586E+01
   23800    4.5396161045E+01   -1.8092800516E+02    1.1498194210E+01
   23900    4.4316708986E+01   -1.7887951125E+02    1.1502124794E+01
   24000    4.4389445427E+01   -1.7902538532E+02    1.1501873392E+01
   24100    4.5623950949E+01   -1.8135331240E+02    1.1497329221E+01
   24200    4.8196069610E+01   -1.8560414498E+02    1.1486408437E+01
   24300    5.2629163131E+01   -1.9118363380E+02    1.1463505149E+01
   24400    6.0600624018E+01   -1.9676832822E+02    1.1411765688E+01
   24500    8.1600057180E+01   -1.8786657596E+02    1.1181051279E+01
   24600    5.8619063077E+01   -1.2436146031E+02    1.0899554696E+01
   24700    4.7179173187E+01   -1.0811381086E+02    1.0868550896E+01
   24800    4.6908181406E+01   -1.0775646537E+02    1.0867954052E+01
   24900    5.7676993458E+01   -1.2295398726E+02    1.0896092080E+01
   25000    8.3761822520E+01   -1.8504300012E+02    1.1137941829E+01
   25100    6.2588648170E+01   -2.0177639188E+02    1.1408201518E+01
   25200    5.3900266592E+01   -1.9592357592E+02    1.1463779886E+01
   25300    4.9025542989E+01   -1.8973395867E+02    1.1488219746E+01
   25400    4.6079813662E+01   -1.8471341403E+02    1.1500057398E+01
   25500    4.4478043048E+01   -1.8154550258E+02    1.1505435247E+01
   25600    4.4010174072E+01   -1.8056271060E+02    1.1506855558E+01
   25700    4.4626485526E+01   -1.8185683536E+02    1.1504968628E+01
   25800    4.6394522177E+01   -1.8531132391E+02    1.1498915790E+01
   25900    4.9558102354E+01   -1.9056054327E+02    1.1485862279E+01
   26000    5.4797718910E+01   -1.9686745740E+02    1.1458816756E+01
   26100    6.4432722305E+01   -2.0250283646E+02    1.1395076761E+01
   26200    8.1889281165E+01   -1.6890329731E+02    1.1032028677E+01
   26300    5.5479185464E+01   -1.2056575195E+02    1.0883317991E+01
   26400    4.5644831676E+01   -1.0715365361E+02    1.0861496127E+01
   26500    4.6141501694E+01   -1.0780618116E+02    1.0862306378E+01
   26600    5.7283494771E+01   -1.2318759965E+02    1.0888289037E+01
   26700    8.5522354896E+01   -1.8246497691E+02    1.1094397457E+01
   26800    6.4489754396E+01   -2.0700585948E+02    1.1406033549E+01
   26900    5.5090895046E+01   -2.0073668036E+02    1.1464780424E+01
   27000    4.9774568499E+01   -1.9383251919E+02    1.1490432015E+01
   27100    4.6447345858E+01   -1.8793372669E+02    1.1502950774E+01
   27200    4.4465874091E+01   -1.8380088218E+02    1.1508915061E+01
   27300    4.3590467627E+01   -1.8182979239E+02    1.1511169990E+01
   27400    4.3741049502E+01   -1.8217632760E+02    1.1510794492E+01
   27500    4.4930824345E+01   -1.8481672839E+02    1.1507611824E+01
   27600    4.7276505367E+01   -1.8953715816E+02    1.1500112123E+01
   27700    5.1099300347E+01   -1.9585659943E+02    1.1484674143E+01
   27800    5.7288834019E+01   -2.0287017672E+02    1.1452563254E+01
   27900    6.9181245814E+01   -2.0817138415E+02    1.1371600908E+01
   28000    7.5785848796E+01   -1.5421477691E+02    1.0959330311E+01
   28100    5.2418993033E+01   -1.1726736414E+02    1.0870465882E+01
   28200    4.3759609240E+01   -1.0588284921E+02    1.0854988699E+01
   28300    4.4577139042E+01   -1.0692590165E+02    1.0856105255E+01
   28400    5.5312872592E+01   -1.2128968730E+02    1.0877136670E+01
   28500    8.3047150184E+01   -1.6999532201E+02    1.1014664883E+01
   28600    6.7722205983E+01   -2.1273973304E+02    1.1394907571E+01
   28700    5.6921564363E+01   -2.0630028158E+02    1.1462524973E+01
   28800    5.0895737295E+01   -1.9858709348E+02    1.1491115747E+01
   28900    4.7021222635E+01   -1.9157729195E+02    1.1505017572E+01
   29000    4.4528871995E+01   -1.8615761927E+02    1.1511788376E+01
   29100    4.3129489438E+01   -1.8281421473E+02    1.1514789059E+01
   29200    4.2710315464E+01   -1.8177321562E+02    1.1515568794E+01
   29300    4.3243323382E+01   -1.8309427235E+02    1.1514553895E+01
   29400    4.4765206178E+01   -1.8670375133E+02    1.1511202539E+01
   29500    4.7403567426E+01   -1.9235375418E+02    1.1503804207E+01
   29600    5.1483160311E+01   -1.9952447984E+02    1.1488684570E+01
   29700    5.7883539196E+01   -2.0727495960E+02    1.1457374299E+01
   29800    6.9810684447E+01   -2.1331684950E+02    1.1380102220E+01
   29900    7.8840265132E+01   -1.6011377829E+02    1.0964402251E+01
   30000    5.3076932015E+01   -1.1923779567E+02    1.0867320848E+01
   30100    4.2516350875E+01   -1.0555019151E+02    1.0850344544E+01
   30200    4.1053698780E+01   -1.0374770951E+02    1.0848742843E+01
   30300    4.8044657049E+01   -1.1257364086E+02    1.0857892023E+01
   30400    6.7077130623E+01   -1.3963282771E+02    1.0906855514E+01
   30500    8.0255759033E+01   -2.1753250681E+02    1.1308992295E+01
   30600    6.2449037081E+01   -2.1494995543E+02    1.1439806810E+01
   30700    5.4236690386E+01   -2.0670922835E+02    1.1482551451E+01
   30800    4.9078071604E+01   -1.9822862823E+02    1.1502462114E+01
   30900    4.5579119968E+01   -1.9079529548E+02    1.1512165609E+01
   31000    4.3255870479E+01   -1.8513502094E+02    1.1516726748E+01
   31100    4.1913415409E+01   -1.8162952339E+02    1.1518652775E+01
   31200    4.1471362052E+01   -1.8044106369E+02    1.1519167324E+01
   31300    4.1907344324E+01   -1.8161202520E+02    1.1518642912E+01
   31400    4.3243847426E+01   -1.8510248328E+02    1.1516714299E+01
   31500    4.5561275668E+01   -1.9075367521E+02    1.1512166706E+01
   31600    4.9054223478E+01   -1.9818932032E+02    1.1502505736E+01
   31700    5.4205756447E+01   -2.0669224990E+02    1.1482689476E+01
   31800    6.2409755579E+01   -2.1499631709E+02    1.1440147449E+01
   31900    8.0322871830E+01   -2.1791725756E+02    1.1309586463E+01
   32000    6.7475551385E+01   -1.4100826480E+02    1.0901098009E+01
   32100    4.7236020343E+01   -1.1274453457E+02    1.0853429688E+01
   32200    3.8693385019E+01   -1.0220062479E+02    1.0844309038E+01
   32300    3.7935327807E+01   -1.0129913521E+02    1.0843762748E+01
   32400    4.4676926968E+01   -1.0952216278E+02    1.0850006159E+01
   32500    6.1853977092E+01   -1.3260242474E+02    1.0883408156E+01
   32600    9.0989224378E+01   -2.1472400252E+02    1.1206037399E+01
   32700    6.6308338344E+01   -2.2176470603E+02    1.1426293180E+01
   32800    5.6492000128E+01   -2.1314570306E+02    1.1478669455E+01
   32900    5.0434852031E+01   -2.0353384943E+02    1.1502193926E+01
   33000    4.6225023278E+01   -1.9452812984E+02    1.1513437160E+01
   33100    4.3235031801E+01   -1.8702882718E+02    1.1518560897E+01
   33200    4.1215023266E+01   -1.8152975788E+02    1.1520636907E+01
   33300    4.0054580204E+01   -1.7824307936E+02    1.1521325005E+01
   33400    3.9704068851E+01   -1.7723399435E+02    1.1521454395E+01
   33500    4.0149984750E+01   -1.7851366616E+02    1.1521259638E+01
   33600    4.1409981598E+01   -1.8206846693E+02    1.1520442652E+01
   33700    4.3539441878E+01   -1.8782327259E+02    1.1518093234E+01
   33800    4.6660138934E+01   -1.9554212031E+02    1.1512425261E+01
   33900    5.1050250617E+01   -2.0469231773E+02    1.1500124630E+01
   34000    5.7420171957E+01   -2.1432317666E+02    1.1474393745E+01
   34100    6.8033872827E+01   -2.2268530856E+02    1.1415747533E+01
   34200    9.3830527467E+01   -1.9743501150E+02    1.1077649539E+01
   34300    5.8815029639E+01   -1.2932912967E+02    1.0870975272E+01
   34400    4.1859080104E+01   -1.0736864017E+02    1.0844747274E+01
   34500    3.4332765392E+01   -9.8471805693E+01    1.0840276067E+01
   34600    3.3418434779E+01   -9.7423362491E+01    1.0840008027E+01
   34700    3.8815407009E+01   -1.0372149802E+02    1.0842378752E+01
   34800    5.2450894619E+01   -1.2074856465E+02    1.0858239540E+01
   34900    8.1252319905E+01   -1.6481730585E+02    1.0951010116E+01
   35000    7.4965163548E+01   -2.2964187461E+02    1.1381504572E+01
   35100    6.1060813386E+01   -2.2210341705E+02    1.1463897065E+01
   35200    5.3319234627E+01   -2.1164159980E+02    1.1496877656E+01
   35300    4.8002234983E+01   -2.0093058607E+02    1.1512233807E+01
   35400    4.4083469771E+01   -1.9119584469E+02    1.1519048634E+01
   35500    4.1179049174E+01   -1.8316975007E+02    1.1521527636E+01
   35600    3.9123326156E+01   -1.7719048916E+02    1.1521981101E+01
   35700    3.7833054275E+01   -1.7334956278E+02    1.1521728659E+01
   35800    3.7263055337E+01   -1.7163614991E+02    1.1521482440E+01
   35900    3.7394167781E+01   -1.7202897946E+02    1.1521530680E+01
   36000    3.8230918727E+01   -1.7453415656E+02    1.1521808985E+01
   36100    3.9801944102E+01   -1.7917684419E+02    1.1521884457E+01
   36200    4.2164597553E+01   -1.8594456774E+02    1.1520847360E+01
   36300    4.5425226368E+01   -1.9467407434E+02    1.1517068723E+01
   36400    4.9807723266E+01   -2.0489690529E+02    1.1507684844E+01
   36500    5.5858828202E+01   -2.1571282526E+02    1.1487245238E+01
   36600    6.5160078666E+01   -2.2564414545E+02    1.1442387779E+01
   36700    8.5586391961E+01   -2.2852238897E+02    1.1299212944E+01
   36800    6.7802179443E+01   -1.4329355361E+02    1.0889270020E+01
   36900    4.4891771789E+01   -1.1243566154E+02    1.0845590918E+01
   37000    3.3093980065E+01   -9.8496898057E+01    1.0838747596E+01
   37100    2.7994525691E+01   -9.2791794072E+01    1.0838868433E+01
   37200    2.8055899484E+01   -9.2861255774E+01    1.0838843049E+01
   37300    3.3299310848E+01   -9.8736113858E+01    1.0838740493E+01
   37400    4.5321836422E+01   -1.1297531921E+02    1.0845937871E+01
   37500    6.8728088344E+01   -1.4469014293E+02    1.0891732089E+01
   37600    8.7004484487E+01   -2.3403871714E+02    1.1304224398E+01
   37700    6.6188834418E+01   -2.3072934326E+02    1.1445381382E+01
   37800    5.6464601354E+01   -2.1989275233E+02    1.1490268451E+01
   37900    5.0005167998E+01   -2.0780131043E+02    1.1510430154E+01
   38000    4.5188149169E+01   -1.9605008907E+02    1.1519175519E+01
   38100    4.1450437263E+01   -1.8565132955E+02    1.1522021848E+01
   38200    3.8562221181E+01   -1.7712414306E+02    1.1521922810E+01
   38300    3.6409751379E+01   -1.7061664275E+02    1.1520604389E+01
   38400    3.4922067153E+01   -1.6608395604E+02    1.1519091989E+01
   38500    3.4050698453E+01   -1.6342449463E+02    1.1517978594E+01
   38600    3.3766341579E+01   -1.6255562745E+02    1.1517571024E+01
   38700    3.4059250425E+01   -1.6344714673E+02    1.1517963344E+01
   38800    3.4939591147E+01   -1.6613027691E+02    1.1519059004E+01
   38900    3.6437105522E+01   -1.7068849193E+02    1.1520548076E+01
   39000    3.8600760562E+01   -1.7722373317E+02    1.1521833027E+01
   39100    4.1502209474E+01   -1.8578017976E+02    1.1521881159E+01
   39200    4.5256537519E+01   -1.9620735619E+02    1.1518953928E+01
   39300    5.0096860206E+01   -2.0798230547E+02    1.1510073108E+01
   39400    5.6595752475E+01   -2.2008953843E+02    1.1489658786E+01
   39500    6.6412329208E+01   -2.3093189658E+02    1.1444146514E+01
   39600    8.7840676577E+01   -2.3403398592E+02    1.1297719987E+01
   39700    6.8356093500E+01   -1.4512106136E+02    1.0885616559E+01
