 sig=    1.000000000000000     
 dt=   1.0000000000000001E-009
 steps=      1000000
 x0=   0.1400000000000000         1.396200000000000      
    9.593700000000000     
 u=    50000.00000000000     
 v_perp=    200000.0000000000     
 
istep         r       z        zeta
   22100    1.0410901012E+00    3.2345983341E-01    1.1005693204E+01
   22200    1.0424657643E+00    3.2374263062E-01    1.1012509081E+01
   22300    1.0438460815E+00    3.2401946321E-01    1.1019323854E+01
   22400    1.0452309998E+00    3.2429029946E-01    1.1026137470E+01
   22500    1.0466204662E+00    3.2455510791E-01    1.1032949877E+01
   22600    1.0480144269E+00    3.2481385735E-01    1.1039761023E+01
   22700    1.0494128279E+00    3.2506651682E-01    1.1046570856E+01
   22800    1.0508156148E+00    3.2531305560E-01    1.1053379325E+01
   22900    1.0522227328E+00    3.2555344324E-01    1.1060186382E+01
   23000    1.0536341269E+00    3.2578764950E-01    1.1066991976E+01
   23100    1.0550497417E+00    3.2601564440E-01    1.1073796059E+01
   23200    1.0564695214E+00    3.2623739817E-01    1.1080598581E+01
   23300    1.0578934098E+00    3.2645288130E-01    1.1087399495E+01
   23400    1.0593213508E+00    3.2666206448E-01    1.1094198754E+01
   23500    1.0607532877E+00    3.2686491863E-01    1.1100996312E+01
   23600    1.0621891636E+00    3.2706141486E-01    1.1107792121E+01
   23700    1.0636289212E+00    3.2725152454E-01    1.1114586138E+01
   23800    1.0650725033E+00    3.2743521919E-01    1.1121378316E+01
   23900    1.0665198522E+00    3.2761247057E-01    1.1128168611E+01
   24000    1.0679709101E+00    3.2778325061E-01    1.1134956981E+01
   24100    1.0694256188E+00    3.2794753144E-01    1.1141743381E+01
   24200    1.0708839201E+00    3.2810528538E-01    1.1148527770E+01
   24300    1.0723457555E+00    3.2825648491E-01    1.1155310106E+01
   24400    1.0738110664E+00    3.2840110268E-01    1.1162090347E+01
   24500    1.0752797941E+00    3.2853911154E-01    1.1168868452E+01
   24600    1.0767518795E+00    3.2867048445E-01    1.1175644383E+01
   24700    1.0782272635E+00    3.2879519457E-01    1.1182418098E+01
   24800    1.0797058870E+00    3.2891321519E-01    1.1189189561E+01
   24900    1.0811876904E+00    3.2902451973E-01    1.1195958732E+01
   25000    1.0826726144E+00    3.2912908176E-01    1.1202725574E+01
   25100    1.0841605993E+00    3.2922687498E-01    1.1209490050E+01
   25200    1.0856515854E+00    3.2931787322E-01    1.1216252124E+01
   25300    1.0871455129E+00    3.2940205041E-01    1.1223011761E+01
   25400    1.0886423220E+00    3.2947938060E-01    1.1229768925E+01
   25500    1.0901419526E+00    3.2954983795E-01    1.1236523582E+01
   25600    1.0916443448E+00    3.2961339672E-01    1.1243275698E+01
   25700    1.0931494386E+00    3.2967003126E-01    1.1250025241E+01
   25800    1.0946571736E+00    3.2971971601E-01    1.1256772178E+01
   25900    1.0961674898E+00    3.2976242550E-01    1.1263516476E+01
   26000    1.0976803270E+00    3.2979813431E-01    1.1270258105E+01
   26100    1.0991956248E+00    3.2982681712E-01    1.1276997035E+01
   26200    1.1007133230E+00    3.2984844867E-01    1.1283733234E+01
   26300    1.1022333613E+00    3.2986300374E-01    1.1290466675E+01
   26400    1.1037556794E+00    3.2987045719E-01    1.1297197328E+01
   26500    1.1052802168E+00    3.2987078391E-01    1.1303925166E+01
   26600    1.1068069133E+00    3.2986395886E-01    1.1310650160E+01
   26700    1.1083357085E+00    3.2984995700E-01    1.1317372284E+01
   26800    1.1098665420E+00    3.2982875336E-01    1.1324091512E+01
   26900    1.1113993535E+00    3.2980032298E-01    1.1330807819E+01
   27000    1.1129340827E+00    3.2976464093E-01    1.1337521179E+01
   27100    1.1144706691E+00    3.2972168230E-01    1.1344231569E+01
   27200    1.1160090525E+00    3.2967142221E-01    1.1350938963E+01
   27300    1.1175491725E+00    3.2961383577E-01    1.1357643341E+01
   27400    1.1190909688E+00    3.2954889811E-01    1.1364344678E+01
   27500    1.1206343812E+00    3.2947658437E-01    1.1371042953E+01
   27600    1.1221793493E+00    3.2939686969E-01    1.1377738145E+01
   27700    1.1237258130E+00    3.2930972920E-01    1.1384430234E+01
   27800    1.1252737120E+00    3.2921513803E-01    1.1391119198E+01
   27900    1.1268229861E+00    3.2911307130E-01    1.1397805020E+01
   28000    1.1283735750E+00    3.2900350413E-01    1.1404487680E+01
   28100    1.1299254187E+00    3.2888641162E-01    1.1411167159E+01
   28200    1.1314784569E+00    3.2876176885E-01    1.1417843441E+01
   28300    1.1330326296E+00    3.2862955089E-01    1.1424516508E+01
   28400    1.1345878766E+00    3.2848973280E-01    1.1431186343E+01
   28500    1.1361441378E+00    3.2834228961E-01    1.1437852932E+01
   28600    1.1377013531E+00    3.2818719632E-01    1.1444516258E+01
   28700    1.1392594625E+00    3.2802442794E-01    1.1451176307E+01
   28800    1.1408184059E+00    3.2785395942E-01    1.1457833064E+01
   28900    1.1423781232E+00    3.2767576570E-01    1.1464486517E+01
   29000    1.1439385543E+00    3.2748982172E-01    1.1471136652E+01
   29100    1.1454996393E+00    3.2729610236E-01    1.1477783457E+01
   29200    1.1470613180E+00    3.2709458250E-01    1.1484426921E+01
   29300    1.1486235305E+00    3.2688523700E-01    1.1491067030E+01
   29400    1.1501862166E+00    3.2666804067E-01    1.1497703776E+01
   29500    1.1517493162E+00    3.2644296833E-01    1.1504337147E+01
   29600    1.1533127694E+00    3.2620999477E-01    1.1510967135E+01
   29700    1.1548765159E+00    3.2596909476E-01    1.1517593729E+01
   29800    1.1564404956E+00    3.2572024305E-01    1.1524216922E+01
   29900    1.1580046484E+00    3.2546341439E-01    1.1530836706E+01
   30000    1.1595689141E+00    3.2519858350E-01    1.1537453072E+01
   30100    1.1611332324E+00    3.2492572510E-01    1.1544066015E+01
   30200    1.1626975431E+00    3.2464481391E-01    1.1550675527E+01
   30300    1.1642617858E+00    3.2435582465E-01    1.1557281602E+01
   30400    1.1658259002E+00    3.2405873201E-01    1.1563884236E+01
   30500    1.1673898258E+00    3.2375351072E-01    1.1570483423E+01
   30600    1.1689535021E+00    3.2344013549E-01    1.1577079159E+01
   30700    1.1705168685E+00    3.2311858108E-01    1.1583671440E+01
   30800    1.1720798645E+00    3.2278882223E-01    1.1590260263E+01
   30900    1.1736424292E+00    3.2245083372E-01    1.1596845624E+01
   31000    1.1752045018E+00    3.2210459034E-01    1.1603427522E+01
   31100    1.1767660215E+00    3.2175006694E-01    1.1610005954E+01
   31200    1.1783269272E+00    3.2138723838E-01    1.1616580919E+01
   31300    1.1798871579E+00    3.2101607958E-01    1.1623152416E+01
   31400    1.1814466522E+00    3.2063656551E-01    1.1629720445E+01
   31500    1.1830053488E+00    3.2024867118E-01    1.1636285005E+01
   31600    1.1845631863E+00    3.1985237169E-01    1.1642846097E+01
   31700    1.1861201030E+00    3.1944764218E-01    1.1649403722E+01
   31800    1.1876760373E+00    3.1903445789E-01    1.1655957881E+01
   31900    1.1892309272E+00    3.1861279412E-01    1.1662508575E+01
   32000    1.1907847106E+00    3.1818262629E-01    1.1669055808E+01
   32100    1.1923373255E+00    3.1774392991E-01    1.1675599582E+01
   32200    1.1938887094E+00    3.1729668058E-01    1.1682139900E+01
   32300    1.1954387998E+00    3.1684085404E-01    1.1688676765E+01
   32400    1.1969875339E+00    3.1637642616E-01    1.1695210182E+01
   32500    1.1985348490E+00    3.1590337290E-01    1.1701740155E+01
   32600    1.2000806819E+00    3.1542167043E-01    1.1708266689E+01
   32700    1.2016249693E+00    3.1493129501E-01    1.1714789788E+01
   32800    1.2031676478E+00    3.1443222310E-01    1.1721309459E+01
   32900    1.2047086536E+00    3.1392443133E-01    1.1727825708E+01
   33000    1.2062479229E+00    3.1340789650E-01    1.1734338541E+01
   33100    1.2077853915E+00    3.1288259561E-01    1.1740847965E+01
   33200    1.2093209951E+00    3.1234850585E-01    1.1747353987E+01
   33300    1.2108546691E+00    3.1180560465E-01    1.1753856614E+01
   33400    1.2123863486E+00    3.1125386965E-01    1.1760355856E+01
   33500    1.2139159686E+00    3.1069327872E-01    1.1766851720E+01
   33600    1.2154434638E+00    3.1012380998E-01    1.1773344214E+01
   33700    1.2169687685E+00    3.0954544183E-01    1.1779833349E+01
   33800    1.2184918170E+00    3.0895815292E-01    1.1786319133E+01
   33900    1.2200125431E+00    3.0836192218E-01    1.1792801577E+01
   34000    1.2215308805E+00    3.0775672885E-01    1.1799280690E+01
   34100    1.2230467624E+00    3.0714255247E-01    1.1805756484E+01
   34200    1.2245601220E+00    3.0651937290E-01    1.1812228969E+01
   34300    1.2260708920E+00    3.0588717033E-01    1.1818698156E+01
   34400    1.2275790049E+00    3.0524592530E-01    1.1825164057E+01
   34500    1.2290843929E+00    3.0459561871E-01    1.1831626684E+01
   34600    1.2305869879E+00    3.0393623183E-01    1.1838086050E+01
   34700    1.2320867214E+00    3.0326774631E-01    1.1844542166E+01
   34800    1.2335835247E+00    3.0259014420E-01    1.1850995046E+01
   34900    1.2350773289E+00    3.0190340795E-01    1.1857444703E+01
   35000    1.2365680645E+00    3.0120752046E-01    1.1863891150E+01
   35100    1.2380556619E+00    3.0050246505E-01    1.1870334402E+01
   35200    1.2395400511E+00    2.9978822550E-01    1.1876774472E+01
   35300    1.2410211619E+00    2.9906478605E-01    1.1883211376E+01
   35400    1.2424989235E+00    2.9833213141E-01    1.1889645127E+01
   35500    1.2439732651E+00    2.9759024682E-01    1.1896075742E+01
   35600    1.2454441153E+00    2.9683911798E-01    1.1902503235E+01
   35700    1.2469114026E+00    2.9607873115E-01    1.1908927622E+01
   35800    1.2483750550E+00    2.9530907311E-01    1.1915348919E+01
   35900    1.2498350002E+00    2.9453013118E-01    1.1921767142E+01
   36000    1.2512911657E+00    2.9374189328E-01    1.1928182308E+01
   36100    1.2527434785E+00    2.9294434786E-01    1.1934594433E+01
   36200    1.2541918654E+00    2.9213748400E-01    1.1941003536E+01
   36300    1.2556362527E+00    2.9132129138E-01    1.1947409632E+01
   36400    1.2570765666E+00    2.9049576028E-01    1.1953812740E+01
   36500    1.2585127328E+00    2.8966088165E-01    1.1960212877E+01
   36600    1.2599446767E+00    2.8881664707E-01    1.1966610062E+01
   36700    1.2613723233E+00    2.8796304877E-01    1.1973004313E+01
   36800    1.2627955976E+00    2.8710007970E-01    1.1979395649E+01
   36900    1.2642144238E+00    2.8622773346E-01    1.1985784088E+01
   37000    1.2656287262E+00    2.8534600438E-01    1.1992169650E+01
   37100    1.2670384286E+00    2.8445488750E-01    1.1998552354E+01
   37200    1.2684434543E+00    2.8355437861E-01    1.2004932219E+01
   37300    1.2698437267E+00    2.8264447422E-01    1.2011309266E+01
   37400    1.2712391685E+00    2.8172517164E-01    1.2017683515E+01
   37500    1.2726297025E+00    2.8079646892E-01    1.2024054985E+01
   37600    1.2740152507E+00    2.7985836492E-01    1.2030423698E+01
   37700    1.2753957352E+00    2.7891085930E-01    1.2036789675E+01
   37800    1.2767710777E+00    2.7795395253E-01    1.2043152935E+01
   37900    1.2781411997E+00    2.7698764591E-01    1.2049513501E+01
   38000    1.2795060221E+00    2.7601194160E-01    1.2055871394E+01
   38100    1.2808654660E+00    2.7502684258E-01    1.2062226635E+01
   38200    1.2822194518E+00    2.7403235273E-01    1.2068579246E+01
   38300    1.2835678999E+00    2.7302847680E-01    1.2074929250E+01
   38400    1.2849107305E+00    2.7201522042E-01    1.2081276669E+01
   38500    1.2862478633E+00    2.7099259016E-01    1.2087621525E+01
   38600    1.2875792179E+00    2.6996059346E-01    1.2093963841E+01
   38700    1.2889047139E+00    2.6891923872E-01    1.2100303639E+01
   38800    1.2902242702E+00    2.6786853529E-01    1.2106640943E+01
   38900    1.2915378059E+00    2.6680849344E-01    1.2112975776E+01
   39000    1.2928452397E+00    2.6573912443E-01    1.2119308162E+01
   39100    1.2941464902E+00    2.6466044049E-01    1.2125638123E+01
   39200    1.2954414757E+00    2.6357245482E-01    1.2131965685E+01
   39300    1.2967301146E+00    2.6247518163E-01    1.2138290870E+01
   39400    1.2980123248E+00    2.6136863613E-01    1.2144613704E+01
   39500    1.2992880242E+00    2.6025283457E-01    1.2150934210E+01
   39600    1.3005571307E+00    2.5912779418E-01    1.2157252413E+01
   39700    1.3018195617E+00    2.5799353328E-01    1.2163568337E+01
   39800    1.3030752350E+00    2.5685007118E-01    1.2169882009E+01
   39900    1.3043240679E+00    2.5569742830E-01    1.2176193451E+01
   40000    1.3055659777E+00    2.5453562608E-01    1.2182502691E+01
   40100    1.3068008816E+00    2.5336468704E-01    1.2188809753E+01
   40200    1.3080286969E+00    2.5218463481E-01    1.2195114663E+01
   40300    1.3092493407E+00    2.5099549406E-01    1.2201417446E+01
   40400    1.3104627302E+00    2.4979729060E-01    1.2207718129E+01
   40500    1.3116687822E+00    2.4859005132E-01    1.2214016737E+01
