 sig=   -1.000000000000000     
 dt=   4.0000000000000001E-010
 steps=       200000
 x0=   0.1949999928474426         1.396199941635132      
    8.123700141906738     
 u=    100000.0000000000     
 v_perp=    430000.0000000000     
 
istep         r       z        zeta
  125600    9.8035482530E-01   -2.4123719427E-01    1.5211557246E+01
  126000    9.7942324868E-01   -2.3922645469E-01    1.5235670696E+01
  126400    9.7857635653E-01   -2.3721396950E-01    1.5259683018E+01
  126800    9.7781280523E-01   -2.3520124460E-01    1.5283591057E+01
  127200    9.7713129187E-01   -2.3318972776E-01    1.5307391729E+01
  127600    9.7653055780E-01   -2.3118081249E-01    1.5331082024E+01
  128000    9.7600939088E-01   -2.2917584208E-01    1.5354659015E+01
  128400    9.7556662631E-01   -2.2717611374E-01    1.5378119857E+01
  128800    9.7520114621E-01   -2.2518288277E-01    1.5401461792E+01
  129200    9.7491187796E-01   -2.2319736666E-01    1.5424682157E+01
  129600    9.7469779125E-01   -2.2122074897E-01    1.5447778384E+01
  130000    9.7455789420E-01   -2.1925418308E-01    1.5470748006E+01
  130400    9.7449122844E-01   -2.1729879546E-01    1.5493588657E+01
  130800    9.7449686343E-01   -2.1535568870E-01    1.5516298080E+01
  131200    9.7457389018E-01   -2.1342594401E-01    1.5538874124E+01
  131600    9.7472141447E-01   -2.1151062330E-01    1.5561314752E+01
  132000    9.7493854989E-01   -2.0961077079E-01    1.5583618039E+01
  132400    9.7522441067E-01   -2.0772741408E-01    1.5605782173E+01
  132800    9.7557810475E-01   -2.0586156479E-01    1.5627805462E+01
  133200    9.7599872695E-01   -2.0401421869E-01    1.5649686325E+01
  133600    9.7648535261E-01   -2.0218635549E-01    1.5671423300E+01
  134000    9.7703703181E-01   -2.0037893813E-01    1.5693015040E+01
  134400    9.7765278406E-01   -1.9859291185E-01    1.5714460312E+01
  134800    9.7833159390E-01   -1.9682920291E-01    1.5735757995E+01
  135200    9.7907240712E-01   -1.9508871710E-01    1.5756907080E+01
  135600    9.7987412792E-01   -1.9337233812E-01    1.5777906664E+01
  136000    9.8073561684E-01   -1.9168092578E-01    1.5798755953E+01
  136400    9.8165568952E-01   -1.9001531427E-01    1.5819454252E+01
  136800    9.8263311632E-01   -1.8837631027E-01    1.5840000966E+01
  137200    9.8366662270E-01   -1.8676469127E-01    1.5860395595E+01
  137600    9.8475489025E-01   -1.8518120385E-01    1.5880637730E+01
  138000    9.8589655849E-01   -1.8362656217E-01    1.5900727051E+01
  138400    9.8709022712E-01   -1.8210144654E-01    1.5920663318E+01
  138800    9.8833445892E-01   -1.8060650226E-01    1.5940446373E+01
  139200    9.8962778292E-01   -1.7914233851E-01    1.5960076134E+01
